Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
621-61-9193,Giza,Naypyitaw,Member,Male,Health and beauty,77.95,4,15.5900,327.3900,3/19/2019,12:45:00 PM,Cash,311.8000,4.761904762,15.5900,8.8
243-51-6218,Cairo,Mandalay,Member,Female,Food and beverages,51.13,10,25.5650,536.8650,3/7/2019,2:37:00 PM,Cash,511.3000,4.761904762,25.5650,7.0
586-12-7035,Cairo,Mandalay,Normal,Male,Sports and travel,57.91,10,28.9550,608.0550,2/8/2019,7:19:00 PM,Credit card,579.1000,4.761904762,28.9550,9.2
771-84-4728,Cairo,Mandalay,Member,Female,Electronic accessories,12.40,8,4.9600,104.1600,2/3/2019,6:40:00 PM,Credit card,99.2000,4.761904762,4.9600,7.7
686-99-2800,Giza,Naypyitaw,Member,Male,Sports and travel,23.30,4,4.6600,97.8600,1/5/2019,3:26:00 PM,Ewallet,93.2000,4.761904762,4.6600,6.5
993-17-3262,Alex,Yangon,Member,Female,Fashion accessories,46.93,10,23.4650,492.7650,3/2/2019,5:33:00 PM,Cash,469.3000,4.761904762,23.4650,5.9
659-55-5331,Alex,Yangon,Normal,Male,Electronic accessories,51.37,9,23.1165,485.4465,2/13/2019,2:35:00 PM,Cash,462.3300,4.761904762,23.1165,5.3
821-72-6194,Giza,Naypyitaw,Normal,Female,Food and beverages,79.41,4,15.8820,333.5220,3/30/2019,2:18:00 PM,Ewallet,317.6400,4.761904762,15.8820,7.4
891-28-5758,Cairo,Mandalay,Member,Female,Fashion accessories,44.17,7,15.4595,324.6495,2/14/2019,11:22:00 AM,Cash,309.1900,4.761904762,15.4595,7.9
377-81-5450,Cairo,Mandalay,Member,Male,Food and beverages,53.12,4,10.6240,223.1040,3/10/2019,7:15:00 PM,Ewallet,212.4800,4.761904762,10.6240,4.3
202-62-6411,Cairo,Mandalay,Normal,Male,Fashion accessories,30.31,4,6.0620,127.3020,1/7/2019,12:00:00 PM,Credit card,121.2400,4.761904762,6.0620,9.9
766-35-5706,Alex,Yangon,Normal,Female,Fashion accessories,46.62,8,18.6480,391.6080,3/3/2019,10:58:00 AM,Ewallet,372.9600,4.761904762,18.6480,7.9
527-32-1595,Alex,Yangon,Normal,Female,Electronic accessories,58.16,1,2.9080,61.0680,1/23/2019,2:56:00 PM,Ewallet,58.1600,4.761904762,2.9080,4.1
565-92-9901,Cairo,Mandalay,Normal,Male,Food and beverages,64.25,6,19.2750,404.7750,2/6/2019,5:17:00 PM,Ewallet,385.5000,4.761904762,19.2750,8.9
363-33-1230,Giza,Naypyitaw,Normal,Female,Food and beverages,24.62,8,9.8480,206.8080,3/24/2019,8:48:00 PM,Ewallet,196.9600,4.761904762,9.8480,5.1
435-21-7567,Cairo,Mandalay,Member,Male,Electronic accessories,90.73,7,31.7555,666.8655,3/7/2019,5:20:00 PM,Ewallet,635.1100,4.761904762,31.7555,4.0
409-84-1187,Giza,Naypyitaw,Normal,Female,Fashion accessories,31.20,5,7.8000,163.8000,2/12/2019,1:03:00 PM,Credit card,156.0000,4.761904762,7.8000,4.7
806-25-5833,Giza,Naypyitaw,Normal,Male,Electronic accessories,24.37,9,10.9665,230.2965,2/9/2019,12:30:00 PM,Ewallet,219.3300,4.761904762,10.9665,6.7
875-78-4578,Cairo,Mandalay,Member,Male,Food and beverages,43.63,9,19.6335,412.3035,3/2/2019,5:33:00 PM,Credit card,392.6700,4.761904762,19.6335,6.2
307-83-9792,Cairo,Mandalay,Member,Male,Home and lifestyle,20.10,9,9.0450,189.9450,3/6/2019,6:28:00 PM,Ewallet,180.9000,4.761904762,9.0450,8.1
556-17-8429,Cairo,Mandalay,Member,Female,Sports and travel,62.48,2,6.2480,131.2080,3/7/2019,7:03:00 PM,Credit card,124.9600,4.761904762,6.2480,6.8
936-10-4570,Giza,Naypyitaw,Member,Male,Sports and travel,75.10,7,26.2850,551.9850,2/2/2019,3:44:00 PM,Ewallet,525.7000,4.761904762,26.2850,7.2
132-46-7698,Alex,Yangon,Member,Male,Fashion accessories,94.11,2,9.4110,197.6310,3/2/2019,8:26:00 PM,Cash,188.2200,4.761904762,9.4110,10.0
182-97-9835,Giza,Naypyitaw,Member,Female,Health and beauty,50.37,7,17.6295,370.2195,2/18/2019,12:34:00 PM,Cash,352.5900,4.761904762,17.6295,7.2
405-69-9920,Cairo,Mandalay,Normal,Female,Electronic accessories,98.09,1,4.9045,102.9945,1/3/2019,1:29:00 PM,Cash,98.0900,4.761904762,4.9045,4.9
928-94-7868,Alex,Yangon,Member,Male,Electronic accessories,94.37,2,9.4370,198.1770,1/5/2019,11:06:00 AM,Credit card,188.7400,4.761904762,9.4370,4.2
858-15-7590,Cairo,Mandalay,Normal,Male,Food and beverages,70.48,1,3.5240,74.0040,2/1/2019,1:48:00 PM,Ewallet,70.4800,4.761904762,3.5240,4.8
691-86-6253,Giza,Naypyitaw,Member,Female,Electronic accessories,31.07,10,15.5350,326.2350,2/10/2019,8:33:00 PM,Ewallet,310.7000,4.761904762,15.5350,6.5
741-96-7999,Giza,Naypyitaw,Normal,Male,Home and lifestyle,15.49,10,7.7450,162.6450,1/23/2019,8:42:00 PM,Cash,154.9000,4.761904762,7.7450,8.7
407-58-4012,Giza,Naypyitaw,Normal,Male,Electronic accessories,72.67,7,25.4345,534.1245,1/20/2019,2:54:00 PM,Credit card,508.6900,4.761904762,25.4345,4.9
526-81-9683,Giza,Naypyitaw,Member,Female,Electronic accessories,92.33,9,41.5485,872.5185,2/22/2019,2:13:00 PM,Cash,830.9700,4.761904762,41.5485,7.9
841-34-1844,Giza,Naypyitaw,Normal,Female,Fashion accessories,86.24,2,8.6240,181.1040,3/10/2019,7:38:00 PM,Ewallet,172.4800,4.761904762,8.6240,9.2
672-37-8854,Alex,Yangon,Member,Female,Home and lifestyle,82.42,10,41.2100,865.4100,3/27/2019,10:13:00 AM,Ewallet,824.2000,4.761904762,41.2100,9.8
812-87-4350,Alex,Yangon,Normal,Male,Food and beverages,77.22,8,30.8880,648.6480,2/1/2019,3:49:00 PM,Cash,617.7600,4.761904762,30.8880,6.3
468-75-9147,Cairo,Mandalay,Normal,Male,Fashion accessories,68.38,5,17.0950,358.9950,2/3/2019,5:48:00 PM,Cash,341.9000,4.761904762,17.0950,9.5
984-38-3390,Giza,Naypyitaw,Member,Female,Food and beverages,38.16,1,1.9080,40.0680,3/14/2019,7:37:00 PM,Credit card,38.1600,4.761904762,1.9080,6.5
683-41-9180,Alex,Yangon,Normal,Female,Sports and travel,27.66,4,5.5320,116.1720,2/18/2019,8:47:00 PM,Cash,110.6400,4.761904762,5.5320,6.8
837-79-9000,Cairo,Mandalay,Member,Male,Food and beverages,81.55,3,12.2325,256.8825,1/18/2019,10:53:00 AM,Ewallet,244.6500,4.761904762,12.2325,9.7
240-90-4791,Cairo,Mandalay,Member,Male,Health and beauty,14.37,1,0.7185,15.0885,2/22/2019,1:32:00 PM,Cash,14.3700,4.761904762,0.7185,6.2
775-72-1257,Cairo,Mandalay,Member,Female,Health and beauty,67.40,10,33.7000,707.7000,3/3/2019,10:33:00 AM,Credit card,674.0000,4.761904762,33.7000,5.6
209-22-9591,Giza,Naypyitaw,Member,Male,Electronic accessories,11.54,7,4.0390,84.8190,1/23/2019,7:33:00 PM,Cash,80.7800,4.761904762,4.0390,8.9
515-68-4984,Giza,Naypyitaw,Member,Female,Fashion accessories,81.54,2,8.1540,171.2340,2/17/2019,11:41:00 AM,Credit card,163.0800,4.761904762,8.1540,8.6
587-17-1154,Alex,Yangon,Member,Male,Sports and travel,46.48,7,16.2680,341.6280,3/12/2019,4:41:00 PM,Cash,325.3600,4.761904762,16.2680,7.4
316-98-8790,Alex,Yangon,Normal,Male,Health and beauty,90.53,1,4.5265,95.0565,1/30/2019,8:59:00 PM,Cash,90.5300,4.761904762,4.5265,9.4
116-36-3362,Cairo,Mandalay,Normal,Male,Home and lifestyle,69.23,3,10.3845,218.0745,2/10/2019,12:36:00 PM,Ewallet,207.6900,4.761904762,10.3845,7.4
493-27-2284,Giza,Naypyitaw,Normal,Male,Health and beauty,70.93,9,31.9185,670.2885,2/12/2019,4:14:00 PM,Ewallet,638.3700,4.761904762,31.9185,6.0
130-91-5478,Cairo,Mandalay,Normal,Female,Electronic accessories,95.94,7,33.5790,705.1590,2/11/2019,3:35:00 PM,Cash,671.5800,4.761904762,33.5790,6.6
890-89-5839,Cairo,Mandalay,Member,Male,Health and beauty,62.73,7,21.9555,461.0655,1/11/2019,2:09:00 PM,Cash,439.1100,4.761904762,21.9555,8.3
469-23-2499,Cairo,Mandalay,Member,Female,Sports and travel,23.88,7,8.3580,175.5180,2/10/2019,3:48:00 PM,Cash,167.1600,4.761904762,8.3580,4.6
668-75-7685,Alex,Yangon,Member,Male,Health and beauty,26.87,8,10.7480,225.7080,3/13/2019,3:35:00 PM,Ewallet,214.9600,4.761904762,10.7480,7.6
523-59-2387,Giza,Naypyitaw,Member,Male,Fashion accessories,87.73,1,4.3865,92.1165,2/7/2019,4:10:00 PM,Ewallet,87.7300,4.761904762,4.3865,5.6
545-45-7899,Giza,Naypyitaw,Normal,Female,Health and beauty,54.38,2,5.4380,114.1980,1/22/2019,3:16:00 PM,Ewallet,108.7600,4.761904762,5.4380,8.3
209-27-5991,Giza,Naypyitaw,Member,Female,Home and lifestyle,63.44,4,12.6880,266.4480,2/28/2019,7:24:00 PM,Cash,253.7600,4.761904762,12.6880,6.6
407-51-4290,Giza,Naypyitaw,Normal,Female,Electronic accessories,83.39,10,41.6950,875.5950,1/18/2019,4:20:00 PM,Cash,833.9000,4.761904762,41.6950,8.4
433-58-5592,Cairo,Mandalay,Normal,Female,Health and beauty,54.19,10,27.0950,568.9950,2/1/2019,7:12:00 PM,Credit card,541.9000,4.761904762,27.0950,10.0
844-69-4434,Alex,Yangon,Normal,Female,Fashion accessories,71.35,9,32.1075,674.2575,1/4/2019,11:52:00 AM,Cash,642.1500,4.761904762,32.1075,8.0
774-29-7932,Alex,Yangon,Normal,Male,Sports and travel,67.00,4,13.4000,281.4000,2/2/2019,7:30:00 PM,Credit card,268.0000,4.761904762,13.4000,6.4
137-56-9796,Cairo,Mandalay,Member,Male,Electronic accessories,93.11,7,32.5885,684.3585,3/11/2019,8:42:00 PM,Cash,651.7700,4.761904762,32.5885,5.0
915-65-2735,Cairo,Mandalay,Member,Male,Home and lifestyle,13.99,7,4.8965,102.8265,2/12/2019,1:32:00 PM,Credit card,97.9300,4.761904762,4.8965,7.1
483-60-8586,Cairo,Mandalay,Member,Female,Health and beauty,71.89,4,14.3780,301.9380,2/27/2019,5:06:00 PM,Cash,287.5600,4.761904762,14.3780,6.5
419-53-8460,Alex,Yangon,Member,Female,Home and lifestyle,20.45,3,3.0675,64.4175,2/14/2019,5:06:00 PM,Cash,61.3500,4.761904762,3.0675,8.3
929-24-1370,Giza,Naypyitaw,Normal,Male,Fashion accessories,38.70,5,9.6750,203.1750,1/6/2019,12:59:00 PM,Credit card,193.5000,4.761904762,9.6750,5.5
536-69-4798,Alex,Yangon,Normal,Male,Electronic accessories,59.67,6,17.9010,375.9210,3/13/2019,8:42:00 PM,Cash,358.0200,4.761904762,17.9010,6.4
706-64-7370,Cairo,Mandalay,Member,Male,Electronic accessories,65.27,4,13.0540,274.1340,2/27/2019,2:48:00 PM,Credit card,261.0800,4.761904762,13.0540,8.9
474-51-4228,Alex,Yangon,Normal,Male,Home and lifestyle,61.96,9,27.8820,585.5220,1/24/2019,8:55:00 PM,Cash,557.6400,4.761904762,27.8820,7.2
501-85-2871,Cairo,Mandalay,Normal,Female,Sports and travel,38.21,7,13.3735,280.8435,3/20/2019,7:11:00 PM,Credit card,267.4700,4.761904762,13.3735,8.2
788-27-6131,Giza,Naypyitaw,Member,Male,Home and lifestyle,92.68,10,46.3400,973.1400,1/11/2019,11:11:00 AM,Cash,926.8000,4.761904762,46.3400,8.2
688-59-7931,Cairo,Mandalay,Member,Female,Fashion accessories,44.96,10,22.4800,472.0800,1/18/2019,6:44:00 PM,Credit card,449.6000,4.761904762,22.4800,9.6
243-33-6154,Alex,Yangon,Normal,Male,Home and lifestyle,59.94,8,23.9760,503.4960,2/6/2019,10:31:00 AM,Ewallet,479.5200,4.761904762,23.9760,5.2
606-62-9056,Giza,Naypyitaw,Normal,Female,Sports and travel,96.74,9,43.5330,914.1930,3/25/2019,12:05:00 PM,Credit card,870.6600,4.761904762,43.5330,4.2
650-46-3755,Alex,Yangon,Normal,Female,Food and beverages,36.29,5,9.0725,190.5225,1/29/2019,6:07:00 PM,Credit card,181.4500,4.761904762,9.0725,4.7
942-15-8231,Cairo,Mandalay,Member,Female,Health and beauty,84.10,6,25.2300,529.8300,3/11/2019,8:48:00 PM,Ewallet,504.6000,4.761904762,25.2300,5.8
549-25-4882,Alex,Yangon,Member,Female,Fashion accessories,50.48,6,15.1440,318.0240,1/12/2019,7:40:00 PM,Cash,302.8800,4.761904762,15.1440,5.0
683-54-9720,Alex,Yangon,Normal,Male,Home and lifestyle,80.64,4,16.1280,338.6880,1/8/2019,2:18:00 PM,Credit card,322.5600,4.761904762,16.1280,5.6
868-62-1971,Cairo,Mandalay,Normal,Male,Fashion accessories,98.69,2,9.8690,207.2490,1/18/2019,12:15:00 PM,Ewallet,197.3800,4.761904762,9.8690,8.3
245-83-5402,Alex,Yangon,Normal,Female,Sports and travel,78.53,7,27.4855,577.1955,3/4/2019,11:40:00 AM,Ewallet,549.7100,4.761904762,27.4855,6.4
599-51-1040,Cairo,Mandalay,Member,Female,Fashion accessories,35.04,6,10.5120,220.7520,2/28/2019,8:44:00 PM,Cash,210.2400,4.761904762,10.5120,9.1
606-44-6289,Cairo,Mandalay,Normal,Female,Food and beverages,45.79,7,16.0265,336.5565,1/28/2019,7:08:00 PM,Credit card,320.5300,4.761904762,16.0265,9.1
201-90-8529,Giza,Naypyitaw,Member,Male,Electronic accessories,90.47,1,4.5235,94.9935,1/6/2019,5:29:00 PM,Ewallet,90.4700,4.761904762,4.5235,10.0
409-30-5489,Giza,Naypyitaw,Member,Female,Home and lifestyle,28.21,3,4.2315,88.8615,3/25/2019,11:23:00 AM,Credit card,84.6300,4.761904762,4.2315,9.4
873-39-8032,Alex,Yangon,Member,Male,Health and beauty,14.66,5,3.6650,76.9650,3/31/2019,1:30:00 PM,Ewallet,73.3000,4.761904762,3.6650,4.8
108-99-6629,Alex,Yangon,Member,Female,Fashion accessories,56.75,8,22.7000,476.7000,1/2/2019,12:30:00 PM,Ewallet,454.0000,4.761904762,22.7000,5.4
420-57-5902,Alex,Yangon,Member,Female,Electronic accessories,75.77,2,7.5770,159.1170,1/14/2019,8:43:00 PM,Ewallet,151.5400,4.761904762,7.5770,4.4
459-37-3480,Cairo,Mandalay,Normal,Female,Electronic accessories,10.76,3,1.6140,33.8940,2/26/2019,11:57:00 AM,Ewallet,32.2800,4.761904762,1.6140,4.8
539-50-3290,Alex,Yangon,Member,Female,Fashion accessories,63.06,7,22.0710,463.4910,2/14/2019,11:15:00 AM,Credit card,441.4200,4.761904762,22.0710,7.6
996-48-4366,Cairo,Mandalay,Member,Female,Home and lifestyle,64.68,1,3.2340,67.9140,3/26/2019,8:03:00 PM,Ewallet,64.6800,4.761904762,3.2340,7.0
640-11-6916,Alex,Yangon,Normal,Male,Sports and travel,31.70,10,15.8500,332.8500,1/10/2019,7:26:00 PM,Cash,317.0000,4.761904762,15.8500,7.3
701-18-1225,Alex,Yangon,Normal,Male,Health and beauty,78.65,2,7.8650,165.1650,1/3/2019,10:50:00 AM,Cash,157.3000,4.761904762,7.8650,7.0
818-61-2350,Cairo,Mandalay,Member,Female,Health and beauty,74.14,7,25.9490,544.9290,2/24/2019,2:05:00 PM,Credit card,518.9800,4.761904762,25.9490,9.5
749-93-2083,Alex,Yangon,Normal,Female,Fashion accessories,58.28,7,20.3980,428.3580,3/17/2019,1:03:00 PM,Ewallet,407.9600,4.761904762,20.3980,4.5
156-49-3877,Giza,Naypyitaw,Member,Male,Fashion accessories,20.44,10,10.2200,214.6200,3/19/2019,12:44:00 PM,Ewallet,204.4000,4.761904762,10.2200,5.0
480-26-5403,Giza,Naypyitaw,Member,Male,Home and lifestyle,57.07,5,14.2675,299.6175,1/22/2019,4:17:00 PM,Credit card,285.3500,4.761904762,14.2675,4.4
566-75-6900,Cairo,Mandalay,Member,Female,Food and beverages,97.75,2,9.7750,205.2750,3/5/2019,12:23:00 PM,Ewallet,195.5000,4.761904762,9.7750,5.5
858-75-1042,Alex,Yangon,Member,Male,Electronic accessories,90.48,2,9.0480,190.0080,1/30/2019,10:30:00 AM,Cash,180.9600,4.761904762,9.0480,6.3
922-93-7870,Alex,Yangon,Member,Female,Electronic accessories,26.11,1,1.3055,27.4155,3/12/2019,4:58:00 PM,Credit card,26.1100,4.761904762,1.3055,5.9
789-16-3938,Alex,Yangon,Member,Male,Sports and travel,61.44,2,6.1440,129.0240,3/6/2019,11:56:00 AM,Cash,122.8800,4.761904762,6.1440,9.2
108-57-4287,Giza,Naypyitaw,Normal,Female,Fashion accessories,39.46,9,17.7570,372.8970,2/28/2019,7:15:00 PM,Cash,355.1400,4.761904762,17.7570,6.2
878-41-3466,Giza,Naypyitaw,Member,Female,Health and beauty,99.80,4,19.9600,419.1600,3/11/2019,1:34:00 PM,Cash,399.2000,4.761904762,19.9600,7.8
877-94-7164,Cairo,Mandalay,Normal,Male,Electronic accessories,88.95,6,26.6850,560.3850,1/1/2019,6:15:00 PM,Cash,533.7000,4.761904762,26.6850,7.0
195-15-4792,Alex,Yangon,Normal,Female,Sports and travel,97.53,3,14.6295,307.2195,2/5/2019,11:37:00 AM,Ewallet,292.5900,4.761904762,14.6295,7.0
681-17-8126,Cairo,Mandalay,Member,Male,Home and lifestyle,83.80,2,8.3800,175.9800,3/17/2019,2:54:00 PM,Cash,167.6000,4.761904762,8.3800,9.6
563-44-4827,Giza,Naypyitaw,Member,Male,Electronic accessories,73.07,6,21.9210,460.3410,2/10/2019,7:06:00 PM,Ewallet,438.4200,4.761904762,21.9210,4.6
648-55-4401,Giza,Naypyitaw,Normal,Female,Sports and travel,51.94,7,18.1790,381.7590,1/16/2019,2:54:00 PM,Ewallet,363.5800,4.761904762,18.1790,4.5
320-51-3430,Cairo,Mandalay,Member,Male,Home and lifestyle,37.38,10,18.6900,392.4900,1/6/2019,4:32:00 PM,Ewallet,373.8000,4.761904762,18.6900,8.1
514-67-5093,Giza,Naypyitaw,Member,Female,Health and beauty,83.81,3,12.5715,264.0015,1/4/2019,12:07:00 PM,Ewallet,251.4300,4.761904762,12.5715,4.4
802-90-2376,Alex,Yangon,Normal,Male,Health and beauty,21.76,7,7.6160,159.9360,2/17/2019,11:12:00 AM,Credit card,152.3200,4.761904762,7.6160,6.7
143-69-1829,Alex,Yangon,Member,Female,Fashion accessories,18.28,6,5.4840,115.1640,1/16/2019,4:31:00 PM,Ewallet,109.6800,4.761904762,5.4840,6.3
381-45-8307,Giza,Naypyitaw,Member,Male,Food and beverages,25.55,4,5.1100,107.3100,1/24/2019,7:39:00 PM,Ewallet,102.2000,4.761904762,5.1100,7.9
162-21-5583,Giza,Naypyitaw,Normal,Male,Sports and travel,47.08,9,21.1860,444.9060,3/3/2019,1:41:00 PM,Credit card,423.7200,4.761904762,21.1860,5.5
591-79-8940,Cairo,Mandalay,Normal,Female,Sports and travel,81.54,7,28.5390,599.3190,2/15/2019,2:11:00 PM,Ewallet,570.7800,4.761904762,28.5390,5.9
928-70-9674,Alex,Yangon,Normal,Male,Electronic accessories,12.64,5,3.1600,66.3600,1/8/2019,11:15:00 AM,Credit card,63.2000,4.761904762,3.1600,5.4
689-59-6813,Cairo,Mandalay,Member,Male,Electronic accessories,83.47,1,4.1735,87.6435,1/29/2019,7:20:00 PM,Credit card,83.4700,4.761904762,4.1735,8.2
677-28-4084,Cairo,Mandalay,Normal,Female,Electronic accessories,12.54,6,3.7620,79.0020,3/14/2019,5:02:00 PM,Ewallet,75.2400,4.761904762,3.7620,4.3
100-52-4300,Cairo,Mandalay,Member,Female,Fashion accessories,29.69,9,13.3605,280.5705,3/3/2019,12:58:00 PM,Cash,267.2100,4.761904762,13.3605,4.4
966-77-6978,Alex,Yangon,Member,Female,Fashion accessories,62.79,3,9.4185,197.7885,1/15/2019,8:25:00 PM,Credit card,188.3700,4.761904762,9.4185,4.6
910-91-8982,Giza,Naypyitaw,Normal,Male,Fashion accessories,39.03,3,5.8545,122.9445,2/25/2019,6:44:00 PM,Credit card,117.0900,4.761904762,5.8545,8.7
414-98-5825,Alex,Yangon,Member,Male,Fashion accessories,69.90,3,10.4850,220.1850,2/18/2019,10:44:00 AM,Credit card,209.7000,4.761904762,10.4850,6.3
928-88-4619,Cairo,Mandalay,Member,Female,Electronic accessories,12.91,10,6.4550,135.5550,2/10/2019,3:47:00 PM,Ewallet,129.1000,4.761904762,6.4550,5.4
754-52-8317,Giza,Naypyitaw,Member,Female,Electronic accessories,25.11,2,2.5110,52.7310,3/27/2019,1:44:00 PM,Ewallet,50.2200,4.761904762,2.5110,6.1
548-63-3725,Alex,Yangon,Normal,Female,Sports and travel,74.84,1,3.7420,78.5820,2/19/2019,3:34:00 PM,Cash,74.8400,4.761904762,3.7420,4.6
876-97-4695,Giza,Naypyitaw,Member,Female,Health and beauty,80.99,10,40.4950,850.3950,3/25/2019,10:18:00 AM,Ewallet,809.9000,4.761904762,40.4950,5.9
264-19-9962,Alex,Yangon,Member,Female,Food and beverages,16.68,3,2.5020,52.5420,2/18/2019,7:57:00 PM,Cash,50.0400,4.761904762,2.5020,8.2
544-30-1877,Giza,Naypyitaw,Member,Female,Electronic accessories,94.82,3,14.2230,298.6830,3/19/2019,1:26:00 PM,Credit card,284.4600,4.761904762,14.2230,7.3
343-22-1813,Cairo,Mandalay,Normal,Female,Electronic accessories,58.61,5,14.6525,307.7025,2/8/2019,10:23:00 AM,Ewallet,293.0500,4.761904762,14.6525,6.6
304-22-1421,Giza,Naypyitaw,Member,Male,Fashion accessories,84.15,10,42.0750,883.5750,3/3/2019,2:05:00 PM,Cash,841.5000,4.761904762,42.0750,9.1
776-43-2493,Giza,Naypyitaw,Normal,Male,Home and lifestyle,80.64,8,32.2560,677.3760,3/4/2019,4:23:00 PM,Ewallet,645.1200,4.761904762,32.2560,6.7
957-44-2009,Giza,Naypyitaw,Member,Male,Health and beauty,49.58,5,12.3950,260.2950,1/29/2019,8:22:00 PM,Credit card,247.9000,4.761904762,12.3950,6.5
938-76-7858,Cairo,Mandalay,Normal,Male,Sports and travel,30.48,1,1.5240,32.0040,2/19/2019,2:05:00 PM,Cash,30.4800,4.761904762,1.5240,9.4
919-83-3415,Cairo,Mandalay,Member,Female,Electronic accessories,13.13,10,6.5650,137.8650,3/8/2019,12:13:00 PM,Ewallet,131.3000,4.761904762,6.5650,4.8
942-90-3422,Giza,Naypyitaw,Normal,Female,Fashion accessories,17.05,7,5.9675,125.3175,1/26/2019,11:05:00 AM,Cash,119.3500,4.761904762,5.9675,7.3
569-11-9561,Cairo,Mandalay,Normal,Male,Sports and travel,39.35,5,9.8375,206.5875,3/8/2019,12:09:00 PM,Credit card,196.7500,4.761904762,9.8375,7.5
904-46-9775,Alex,Yangon,Normal,Female,Home and lifestyle,93.24,10,46.6200,979.0200,1/13/2019,4:41:00 PM,Cash,932.4000,4.761904762,46.6200,7.4
247-89-7581,Giza,Naypyitaw,Member,Female,Home and lifestyle,13.37,5,3.3425,70.1925,2/21/2019,1:03:00 PM,Credit card,66.8500,4.761904762,3.3425,6.9
937-48-6094,Giza,Naypyitaw,Normal,Female,Fashion accessories,90.73,1,4.5365,95.2665,2/13/2019,8:06:00 PM,Ewallet,90.7300,4.761904762,4.5365,4.8
846-63-2462,Cairo,Mandalay,Member,Female,Electronic accessories,49.88,6,14.9640,314.2440,2/4/2019,4:47:00 PM,Cash,299.2800,4.761904762,14.9640,8.6
167-49-9303,Giza,Naypyitaw,Normal,Male,Food and beverages,83.89,9,37.7505,792.7605,1/21/2019,7:01:00 PM,Ewallet,755.0100,4.761904762,37.7505,5.2
567-16-6904,Alex,Yangon,Member,Female,Home and lifestyle,85.33,4,17.0660,358.3860,1/5/2019,5:32:00 PM,Cash,341.3200,4.761904762,17.0660,7.8
600-86-8308,Alex,Yangon,Member,Female,Food and beverages,71.31,4,14.2620,299.5020,2/17/2019,6:22:00 PM,Cash,285.2400,4.761904762,14.2620,5.0
128-59-1813,Giza,Naypyitaw,Member,Male,Electronic accessories,77.41,2,7.7410,162.5610,2/6/2019,8:14:00 PM,Credit card,154.8200,4.761904762,7.7410,5.2
109-70-3167,Cairo,Mandalay,Member,Male,Electronic accessories,46.86,1,2.3430,49.2030,3/29/2019,2:38:00 PM,Cash,46.8600,4.761904762,2.3430,8.3
972-54-8520,Cairo,Mandalay,Normal,Male,Sports and travel,67.85,7,23.7475,498.6975,2/18/2019,2:43:00 PM,Credit card,474.9500,4.761904762,23.7475,8.9
778-57-5631,Giza,Naypyitaw,Normal,Male,Sports and travel,62.60,1,3.1300,65.7300,3/7/2019,11:21:00 AM,Cash,62.6000,4.761904762,3.1300,7.8
253-76-4937,Giza,Naypyitaw,Member,Female,Fashion accessories,33.50,5,8.3750,175.8750,1/25/2019,3:43:00 PM,Ewallet,167.5000,4.761904762,8.3750,8.3
528-61-7361,Cairo,Mandalay,Member,Male,Home and lifestyle,54.76,5,13.6900,287.4900,2/3/2019,1:43:00 PM,Credit card,273.8000,4.761904762,13.6900,7.8
407-31-3967,Giza,Naypyitaw,Normal,Male,Sports and travel,91.59,6,27.4770,577.0170,3/6/2019,12:47:00 PM,Cash,549.5400,4.761904762,27.4770,8.4
443-93-2463,Cairo,Mandalay,Member,Female,Electronic accessories,78.66,3,11.7990,247.7790,3/29/2019,2:26:00 PM,Cash,235.9800,4.761904762,11.7990,6.2
154-91-2166,Cairo,Mandalay,Normal,Male,Food and beverages,36.46,2,3.6460,76.5660,3/2/2019,11:55:00 AM,Credit card,72.9200,4.761904762,3.6460,6.3
305-53-7704,Giza,Naypyitaw,Normal,Male,Home and lifestyle,47.18,3,7.0770,148.6170,1/18/2019,12:49:00 PM,Ewallet,141.5400,4.761904762,7.0770,6.9
159-10-8406,Cairo,Mandalay,Normal,Male,Electronic accessories,98.80,6,29.6400,622.4400,3/23/2019,7:48:00 PM,Ewallet,592.8000,4.761904762,29.6400,6.9
539-61-8029,Alex,Yangon,Normal,Female,Health and beauty,21.65,7,7.5775,159.1275,3/23/2019,10:34:00 AM,Ewallet,151.5500,4.761904762,7.5775,8.4
118-96-1067,Alex,Yangon,Member,Male,Fashion accessories,90.28,9,40.6260,853.1460,1/25/2019,3:19:00 PM,Ewallet,812.5200,4.761904762,40.6260,4.6
943-15-5885,Cairo,Mandalay,Normal,Female,Fashion accessories,62.98,3,9.4470,198.3870,1/9/2019,6:38:00 PM,Credit card,188.9400,4.761904762,9.4470,6.0
467-34-3701,Cairo,Mandalay,Normal,Male,Electronic accessories,99.59,6,29.8770,627.4170,3/4/2019,1:46:00 PM,Ewallet,597.5400,4.761904762,29.8770,5.3
475-93-1612,Alex,Yangon,Normal,Female,Food and beverages,63.07,3,9.4605,198.6705,1/16/2019,7:03:00 PM,Credit card,189.2100,4.761904762,9.4605,10.0
806-24-7828,Cairo,Mandalay,Normal,Female,Health and beauty,19.73,1,0.9865,20.7165,1/7/2019,6:16:00 PM,Cash,19.7300,4.761904762,0.9865,8.2
530-94-2654,Alex,Yangon,Normal,Male,Sports and travel,72.57,1,3.6285,76.1985,2/8/2019,11:32:00 AM,Credit card,72.5700,4.761904762,3.6285,7.7
